n_segment	n_vert	x	y	z	density	class	flag
1	1	10.2	20.34	3.17	1422.89875	1	NaN
1	2	10.23	20.4	3.23	1422.89875	1	NaN
1	3	10.26	20.45	3.3	1422.89875	1	NaN
1	4	10.29	20.5	3.38	1422.89875	1	NaN
1	5	10.33	20.55	3.45	1422.89875	1	NaN
1	6	10.38	20.59	3.51	1422.89875	1	NaN
1	7	10.43	20.63	3.55	1422.89875	1	NaN
1	8	10.53	20.72	3.59	1422.89875	1	NaN
2	1	10.53	20.72	3.59	1964.99	1	NaN
2	2	10.62	20.81	3.56	1964.99	1	NaN
2	3	10.66	20.86	3.56	1964.99	1	NaN
2	4	10.71	20.9	3.57	1964.99	1	NaN
2	5	10.83	20.97	3.59	1964.99	1	NaN
3	1	10.53	20.72	3.59	1802.19823529412	1	NaN
3	2	10.6	20.66	3.5	1802.19823529412	1	NaN
3	3	10.64	20.62	3.42	1802.19823529412	1	NaN
3	4	10.69	20.6	3.33	1802.19823529412	1	NaN
3	5	10.75	20.59	3.24	1802.19823529412	1	NaN
3	6	10.8	20.57	3.15	1802.19823529412	1	NaN
3	7	10.73	20.46	3.05	1802.19823529412	1	NaN
3	8	10.69	20.41	3.02	1802.19823529412	1	NaN
3	9	10.64	20.37	2.99	1802.19823529412	1	NaN
3	10	10.59	20.32	2.96	1802.19823529412	1	NaN
3	11	10.55	20.28	2.9	1802.19823529412	1	NaN
3	12	10.5	20.24	2.8	1802.19823529412	1	NaN
3	13	10.46	20.21	2.67	1802.19823529412	1	NaN
3	14	10.43	20.19	2.53	1802.19823529412	1	NaN
3	15	10.39	20.18	2.39	1802.19823529412	1	NaN
3	16	10.34	20.17	2.27	1802.19823529412	1	NaN
3	17	10.28	20.13	2.14	1802.19823529412	1	NaN
4	1	10.53	20.72	3.59	873.666666666667	1	NaN
4	2	10.46	20.77	3.72	873.666666666667	1	NaN
4	3	10.41	20.8	3.8	873.666666666667	1	NaN
4	4	10.35	20.83	3.87	873.666666666667	1	NaN
4	5	10.29	20.83	3.93	873.666666666667	1	NaN
4	6	10.24	20.8	3.95	873.666666666667	1	NaN
4	7	10.19	20.75	3.97	873.666666666667	1	NaN
4	8	10.14	20.71	3.98	873.666666666667	1	NaN
4	9	10.09	20.67	3.98	873.666666666667	1	NaN
4	10	10.04	20.63	3.97	873.666666666667	1	NaN
4	11	9.99	20.59	3.96	873.666666666667	1	NaN
4	12	9.93	20.56	3.94	873.666666666667	1	NaN
4	13	9.89	20.51	3.94	873.666666666667	1	NaN
4	14	9.85	20.46	3.94	873.666666666667	1	NaN
4	15	9.8	20.41	3.94	873.666666666667	1	NaN
4	16	9.75	20.37	3.94	873.666666666667	1	NaN
4	17	9.7	20.34	3.94	873.666666666667	1	NaN
4	18	9.64	20.31	3.94	873.666666666667	1	NaN
5	1	10.83	20.97	3.59	1894.90727272727	1	NaN
5	2	10.91	21.07	3.55	1894.90727272727	1	NaN
5	3	10.96	21.11	3.53	1894.90727272727	1	NaN
5	4	11.01	21.15	3.51	1894.90727272727	1	NaN
5	5	11.07	21.18	3.5	1894.90727272727	1	NaN
5	6	11.13	21.2	3.49	1894.90727272727	1	NaN
5	7	11.2	21.2	3.48	1894.90727272727	1	NaN
5	8	11.27	21.19	3.47	1894.90727272727	1	NaN
5	9	11.33	21.18	3.45	1894.90727272727	1	NaN
5	10	11.39	21.17	3.42	1894.90727272727	1	NaN
5	11	11.53	21.11	3.4	1894.90727272727	1	NaN
6	1	10.83	20.97	3.59	1708.14545454545	1	NaN
6	2	10.94	20.91	3.68	1708.14545454545	1	NaN
6	3	10.99	20.87	3.7	1708.14545454545	1	NaN
6	4	11.04	20.82	3.71	1708.14545454545	1	NaN
6	5	11.08	20.77	3.72	1708.14545454545	1	NaN
6	6	11.13	20.72	3.72	1708.14545454545	1	NaN
6	7	11.16	20.67	3.72	1708.14545454545	1	NaN
6	8	11.19	20.61	3.71	1708.14545454545	1	NaN
6	9	11.22	20.55	3.7	1708.14545454545	1	NaN
6	10	11.26	20.49	3.68	1708.14545454545	1	NaN
6	11	11.32	20.36	3.65	1708.14545454545	1	NaN
7	1	11.53	21.11	3.4	1441.04333333333	1	NaN
7	2	11.64	21.13	3.46	1441.04333333333	1	NaN
7	3	11.7	21.15	3.5	1441.04333333333	1	NaN
7	4	11.77	21.17	3.53	1441.04333333333	1	NaN
7	5	11.83	21.18	3.53	1441.04333333333	1	NaN
7	6	11.89	21.19	3.53	1441.04333333333	1	NaN
7	7	11.96	21.2	3.52	1441.04333333333	1	NaN
7	8	12.02	21.23	3.5	1441.04333333333	1	NaN
7	9	12.11	21.28	3.47	1441.04333333333	1	NaN
8	1	11.53	21.11	3.4	1583.87090909091	1	NaN
8	2	11.51	21.2	3.29	1583.87090909091	1	NaN
8	3	11.52	21.26	3.24	1583.87090909091	1	NaN
8	4	11.55	21.33	3.21	1583.87090909091	1	NaN
8	5	11.58	21.38	3.2	1583.87090909091	1	NaN
8	6	11.61	21.44	3.2	1583.87090909091	1	NaN
8	7	11.64	21.5	3.19	1583.87090909091	1	NaN
8	8	11.68	21.55	3.19	1583.87090909091	1	NaN
8	9	11.73	21.59	3.21	1583.87090909091	1	NaN
8	10	11.79	21.62	3.23	1583.87090909091	1	NaN
8	11	11.91	21.6	3.25	1583.87090909091	1	NaN
9	1	11.53	21.11	3.4	2210.1725	1	NaN
9	2	11.61	20.97	3.49	2210.1725	1	NaN
9	3	11.63	20.91	3.5	2210.1725	1	NaN
9	4	11.66	20.85	3.5	2210.1725	1	NaN
9	5	11.69	20.79	3.49	2210.1725	1	NaN
9	6	11.72	20.73	3.48	2210.1725	1	NaN
9	7	11.75	20.68	3.48	2210.1725	1	NaN
9	8	11.99	20.53	3.53	2210.1725	1	NaN
10	1	12.11	21.28	3.47	1752.23428571429	1	NaN
10	2	12.14	21.37	3.55	1752.23428571429	1	NaN
10	3	12.17	21.42	3.62	1752.23428571429	1	NaN
10	4	12.2	21.48	3.68	1752.23428571429	1	NaN
10	5	12.23	21.53	3.7	1752.23428571429	1	NaN
10	6	12.26	21.6	3.7	1752.23428571429	1	NaN
10	7	12.3	21.71	3.63	1752.23428571429	1	NaN
11	1	12.11	21.28	3.47	2171.39	1	NaN
11	2	12.19	21.15	3.49	2171.39	1	NaN
11	3	12.23	21.1	3.49	2171.39	1	NaN
11	4	12.28	21.06	3.49	2171.39	1	NaN
11	5	12.34	21.02	3.49	2171.39	1	NaN
11	6	12.39	20.99	3.49	2171.39	1	NaN
11	7	12.45	20.95	3.47	2171.39	1	NaN
11	8	12.58	20.75	3.46	2171.39	1	NaN
12	1	12.11	21.28	3.47	2291.42	1	NaN
12	2	12.07	21.38	3.39	2291.42	1	NaN
12	3	12.04	21.44	3.34	2291.42	1	NaN
12	4	12.01	21.5	3.3	2291.42	1	NaN
12	5	11.91	21.6	3.25	2291.42	1	NaN
13	1	12.3	21.71	3.63	1614.452	1	NaN
13	2	12.21	21.8	3.48	1614.452	1	NaN
13	3	12.17	21.84	3.45	1614.452	1	NaN
13	4	12.11	21.88	3.45	1614.452	1	NaN
13	5	12.05	21.9	3.45	1614.452	1	NaN
14	1	12.3	21.71	3.63	1229.888	1	NaN
14	2	12.42	21.68	3.68	1229.888	1	NaN
14	3	12.49	21.67	3.67	1229.888	1	NaN
14	4	12.55	21.66	3.65	1229.888	1	NaN
14	5	12.61	21.64	3.63	1229.888	1	NaN
14	6	12.67	21.62	3.6	1229.888	1	NaN
14	7	12.73	21.59	3.56	1229.888	1	NaN
14	8	12.78	21.56	3.48	1229.888	1	NaN
14	9	12.83	21.54	3.4	1229.888	1	NaN
14	10	12.91	21.52	3.3	1229.888	1	NaN
15	1	7.55	12.25	0.62	1287.01428571429	1	NaN
15	2	7.49	12.36	0.61	1287.01428571429	1	NaN
15	3	7.47	12.42	0.61	1287.01428571429	1	NaN
15	4	7.45	12.49	0.6	1287.01428571429	1	NaN
15	5	7.45	12.55	0.6	1287.01428571429	1	NaN
15	6	7.45	12.62	0.6	1287.01428571429	1	NaN
15	7	7.43	12.78	0.63	1287.01428571429	1	NaN
16	1	7.55	12.25	0.62	2269.124	1	NaN
16	2	7.49	12.13	0.62	2269.124	1	NaN
16	3	7.46	12.07	0.62	2269.124	1	NaN
16	4	7.43	12.01	0.62	2269.124	1	NaN
16	5	7.4	11.96	0.62	2269.124	1	NaN
16	6	7.37	11.9	0.63	2269.124	1	NaN
16	7	7.34	11.84	0.64	2269.124	1	NaN
16	8	7.31	11.78	0.66	2269.124	1	NaN
16	9	7.28	11.72	0.7	2269.124	1	NaN
16	10	7.23	11.62	0.79	2269.124	1	NaN
17	1	7.55	12.25	0.62	1366.11428571429	1	NaN
17	2	7.63	12.35	0.61	1366.11428571429	1	NaN
17	3	7.65	12.42	0.61	1366.11428571429	1	NaN
17	4	7.66	12.48	0.61	1366.11428571429	1	NaN
17	5	7.67	12.55	0.61	1366.11428571429	1	NaN
17	6	7.67	12.61	0.6	1366.11428571429	1	NaN
17	7	7.68	12.74	0.6	1366.11428571429	1	NaN
18	1	7.43	12.78	0.63	1718.79125	1	NaN
18	2	7.37	12.94	0.65	1718.79125	1	NaN
18	3	7.35	13	0.68	1718.79125	1	NaN
18	4	7.33	13.06	0.71	1718.79125	1	NaN
18	5	7.31	13.13	0.75	1718.79125	1	NaN
18	6	7.3	13.19	0.78	1718.79125	1	NaN
18	7	7.29	13.25	0.82	1718.79125	1	NaN
18	8	7.24	13.41	0.88	1718.79125	1	NaN
19	1	7.43	12.78	0.63	1130.56631578947	1	NaN
19	2	7.3	12.8	0.66	1130.56631578947	1	NaN
19	3	7.23	12.79	0.64	1130.56631578947	1	NaN
19	4	7.17	12.77	0.61	1130.56631578947	1	NaN
19	5	7.12	12.73	0.57	1130.56631578947	1	NaN
19	6	7.07	12.69	0.55	1130.56631578947	1	NaN
19	7	7.02	12.65	0.53	1130.56631578947	1	NaN
19	8	6.98	12.59	0.53	1130.56631578947	1	NaN
19	9	6.94	12.54	0.53	1130.56631578947	1	NaN
19	10	6.91	12.48	0.52	1130.56631578947	1	NaN
19	11	6.88	12.43	0.52	1130.56631578947	1	NaN
19	12	6.85	12.37	0.5	1130.56631578947	1	NaN
19	13	6.82	12.31	0.49	1130.56631578947	1	NaN
19	14	6.79	12.25	0.5	1130.56631578947	1	NaN
19	15	6.75	12.2	0.52	1130.56631578947	1	NaN
19	16	6.7	12.16	0.57	1130.56631578947	1	NaN
19	17	6.65	12.13	0.65	1130.56631578947	1	NaN
19	18	6.59	12.12	0.73	1130.56631578947	1	NaN
19	19	6.46	12.17	0.86	1130.56631578947	1	NaN
20	1	7.43	12.78	0.63	1467.05666666667	1	NaN
20	2	7.56	12.77	0.61	1467.05666666667	1	NaN
20	3	7.68	12.74	0.6	1467.05666666667	1	NaN
21	1	7.24	13.41	0.88	3201.8475	1	NaN
21	2	7.26	13.58	0.86	3201.8475	1	NaN
21	3	7.27	13.64	0.86	3201.8475	1	NaN
21	4	7.28	13.71	0.88	3201.8475	1	NaN
21	5	7.28	13.77	0.92	3201.8475	1	NaN
21	6	7.26	13.84	0.95	3201.8475	1	NaN
21	7	7.25	13.9	0.97	3201.8475	1	NaN
21	8	7.23	13.97	0.98	3201.8475	1	NaN
21	9	7.23	14.03	0.99	3201.8475	1	NaN
21	10	7.22	14.1	0.99	3201.8475	1	NaN
21	11	7.22	14.16	1	3201.8475	1	NaN
21	12	7.06	14.26	1.01	3201.8475	1	NaN
22	1	7.24	13.41	0.88	3241.6725	1	NaN
22	2	7.09	13.46	0.89	3241.6725	1	NaN
22	3	7.02	13.47	0.89	3241.6725	1	NaN
22	4	6.88	13.49	0.89	3241.6725	1	NaN
23	1	7.24	13.41	0.88	3786.391	1	NaN
23	2	7.35	13.43	0.89	3786.391	1	NaN
23	3	7.42	13.43	0.88	3786.391	1	NaN
23	4	7.49	13.42	0.87	3786.391	1	NaN
23	5	7.55	13.41	0.87	3786.391	1	NaN
23	6	7.62	13.4	0.86	3786.391	1	NaN
23	7	7.68	13.38	0.86	3786.391	1	NaN
23	8	7.74	13.36	0.86	3786.391	1	NaN
23	9	7.81	13.34	0.85	3786.391	1	NaN
23	10	8.04	13.32	0.83	3786.391	1	NaN
24	1	7.24	13.41	0.88	2726.5875	1	NaN
24	2	7.15	13.31	0.87	2726.5875	1	NaN
24	3	7.11	13.25	0.86	2726.5875	1	NaN
24	4	7.08	13.2	0.85	2726.5875	1	NaN
24	5	7.03	13.15	0.84	2726.5875	1	NaN
24	6	6.99	13.1	0.84	2726.5875	1	NaN
24	7	6.94	13.06	0.84	2726.5875	1	NaN
24	8	6.89	13.02	0.84	2726.5875	1	NaN
24	9	6.83	12.98	0.84	2726.5875	1	NaN
24	10	6.77	12.95	0.84	2726.5875	1	NaN
24	11	6.71	12.94	0.84	2726.5875	1	NaN
24	12	6.48	12.85	0.87	2726.5875	1	NaN
25	1	7.06	14.26	1.01	1640.11833333333	1	NaN
25	2	6.97	14.15	1	1640.11833333333	1	NaN
25	3	6.97	14.09	0.99	1640.11833333333	1	NaN
25	4	6.98	14.02	0.97	1640.11833333333	1	NaN
25	5	6.97	13.96	0.93	1640.11833333333	1	NaN
25	6	6.94	13.9	0.88	1640.11833333333	1	NaN
25	7	6.92	13.84	0.85	1640.11833333333	1	NaN
25	8	6.9	13.78	0.82	1640.11833333333	1	NaN
25	9	6.88	13.72	0.82	1640.11833333333	1	NaN
25	10	6.87	13.65	0.83	1640.11833333333	1	NaN
25	11	6.87	13.58	0.86	1640.11833333333	1	NaN
25	12	6.88	13.49	0.89	1640.11833333333	1	NaN
26	1	7.06	14.26	1.01	2561.39444444444	1	NaN
26	2	7.2	14.36	1.07	2561.39444444444	1	NaN
26	3	7.23	14.41	1.11	2561.39444444444	1	NaN
26	4	7.26	14.47	1.13	2561.39444444444	1	NaN
26	5	7.3	14.53	1.15	2561.39444444444	1	NaN
26	6	7.33	14.58	1.15	2561.39444444444	1	NaN
26	7	7.37	14.64	1.14	2561.39444444444	1	NaN
26	8	7.41	14.69	1.13	2561.39444444444	1	NaN
26	9	7.53	14.69	1.07	2561.39444444444	1	NaN
27	1	6.82	14.34	1.04	2362.155	1	NaN
27	2	6.8	14.46	1.15	2362.155	1	NaN
27	3	6.78	14.53	1.18	2362.155	1	NaN
27	4	6.75	14.59	1.2	2362.155	1	NaN
27	5	6.71	14.64	1.18	2362.155	1	NaN
27	6	6.64	14.73	1.08	2362.155	1	NaN
28	1	6.82	14.34	1.04	2986.725	1	NaN
28	2	6.7	14.32	0.99	2986.725	1	NaN
28	3	6.63	14.31	0.96	2986.725	1	NaN
28	4	6.51	14.3	0.89	2986.725	1	NaN
29	1	6.64	14.73	1.08	3075.62833333333	1	NaN
29	2	6.56	14.63	0.98	3075.62833333333	1	NaN
29	3	6.54	14.56	0.95	3075.62833333333	1	NaN
29	4	6.53	14.5	0.91	3075.62833333333	1	NaN
29	5	6.52	14.44	0.89	3075.62833333333	1	NaN
29	6	6.51	14.3	0.89	3075.62833333333	1	NaN
30	1	6.64	14.73	1.08	2048.46833333333	1	NaN
30	2	6.72	14.83	1.06	2048.46833333333	1	NaN
30	3	6.77	14.86	1	2048.46833333333	1	NaN
30	4	6.83	14.89	0.96	2048.46833333333	1	NaN
30	5	6.89	14.92	0.95	2048.46833333333	1	NaN
30	6	6.98	15.02	1	2048.46833333333	1	NaN
31	1	7.64	4.41	2.73	1282.50625	1	NaN
31	2	7.61	4.46	2.79	1282.50625	1	NaN
31	3	7.57	4.51	2.87	1282.50625	1	NaN
31	4	7.55	4.57	2.94	1282.50625	1	NaN
31	5	7.54	4.63	2.98	1282.50625	1	NaN
31	6	7.54	4.69	2.95	1282.50625	1	NaN
31	7	7.54	4.76	2.89	1282.50625	1	NaN
31	8	7.51	4.85	2.81	1282.50625	1	NaN
32	1	7.51	4.85	2.81	2004.55857142857	1	NaN
32	2	7.36	4.93	2.85	2004.55857142857	1	NaN
32	3	7.34	4.99	2.86	2004.55857142857	1	NaN
32	4	7.33	5.05	2.88	2004.55857142857	1	NaN
32	5	7.32	5.12	2.91	2004.55857142857	1	NaN
32	6	7.31	5.18	2.96	2004.55857142857	1	NaN
32	7	7.29	5.3	3.07	2004.55857142857	1	NaN
33	1	7.51	4.85	2.81	1652.95125	1	NaN
33	2	7.29	4.8	2.79	1652.95125	1	NaN
33	3	7.23	4.77	2.77	1652.95125	1	NaN
33	4	7.17	4.73	2.77	1652.95125	1	NaN
33	5	7.12	4.7	2.8	1652.95125	1	NaN
33	6	7.06	4.68	2.85	1652.95125	1	NaN
33	7	6.99	4.66	2.9	1652.95125	1	NaN
33	8	6.9	4.79	2.91	1652.95125	1	NaN
34	1	7.51	4.85	2.81	1760.86727272727	1	NaN
34	2	7.73	4.83	2.71	1760.86727272727	1	NaN
34	3	7.79	4.81	2.69	1760.86727272727	1	NaN
34	4	7.86	4.79	2.71	1760.86727272727	1	NaN
34	5	7.92	4.77	2.75	1760.86727272727	1	NaN
34	6	7.97	4.73	2.83	1760.86727272727	1	NaN
34	7	8.01	4.7	2.94	1760.86727272727	1	NaN
34	8	8.04	4.66	3.06	1760.86727272727	1	NaN
34	9	8.09	4.63	3.16	1760.86727272727	1	NaN
34	10	8.13	4.58	3.2	1760.86727272727	1	NaN
34	11	8.18	4.54	3.19	1760.86727272727	1	NaN
34	12	8.24	4.52	3.15	1760.86727272727	1	NaN
34	13	8.31	4.51	3.13	1760.86727272727	1	NaN
34	14	8.37	4.51	3.14	1760.86727272727	1	NaN
34	15	8.44	4.51	3.16	1760.86727272727	1	NaN
34	16	8.5	4.5	3.19	1760.86727272727	1	NaN
34	17	8.57	4.49	3.21	1760.86727272727	1	NaN
34	18	8.63	4.47	3.23	1760.86727272727	1	NaN
34	19	8.69	4.45	3.24	1760.86727272727	1	NaN
34	20	8.76	4.44	3.27	1760.86727272727	1	NaN
34	21	8.82	4.45	3.29	1760.86727272727	1	NaN
34	22	8.91	4.49	3.3	1760.86727272727	1	NaN
35	1	7.51	4.85	2.81	2227.77	1	NaN
35	2	7.63	4.91	2.85	2227.77	1	NaN
35	3	7.64	4.97	2.93	2227.77	1	NaN
35	4	7.64	5.1	3.03	2227.77	1	NaN
36	1	7.29	5.3	3.07	2619.014	1	NaN
36	2	7.27	5.44	3.12	2619.014	1	NaN
36	3	7.25	5.5	3.16	2619.014	1	NaN
36	4	7.23	5.56	3.19	2619.014	1	NaN
36	5	7.22	5.7	3.28	2619.014	1	NaN
37	1	7.29	5.3	3.07	1585.66888888889	1	NaN
37	2	7.19	5.25	3.15	1585.66888888889	1	NaN
37	3	7.13	5.22	3.21	1585.66888888889	1	NaN
37	4	7.08	5.18	3.25	1585.66888888889	1	NaN
37	5	7.03	5.14	3.23	1585.66888888889	1	NaN
37	6	6.98	5.1	3.15	1585.66888888889	1	NaN
37	7	6.94	5.07	3.06	1585.66888888889	1	NaN
37	8	6.9	5.02	2.96	1585.66888888889	1	NaN
37	9	6.9	4.79	2.91	1585.66888888889	1	NaN
38	1	7.29	5.3	3.07	1987.78333333333	1	NaN
38	2	7.36	5.25	3.11	1987.78333333333	1	NaN
38	3	7.42	5.21	3.12	1987.78333333333	1	NaN
38	4	7.47	5.18	3.12	1987.78333333333	1	NaN
38	5	7.53	5.15	3.08	1987.78333333333	1	NaN
38	6	7.64	5.1	3.03	1987.78333333333	1	NaN
39	1	7.22	5.7	3.28	2519.76	1	NaN
39	2	7.25	5.82	3.33	2519.76	1	NaN
39	3	7.25	5.89	3.35	2519.76	1	NaN
39	4	7.24	6.02	3.4	2519.76	1	NaN
40	1	7.22	5.7	3.28	2947.82857142857	1	NaN
40	2	7.07	5.73	3.29	2947.82857142857	1	NaN
40	3	7.01	5.75	3.29	2947.82857142857	1	NaN
40	4	6.95	5.77	3.28	2947.82857142857	1	NaN
40	5	6.89	5.8	3.27	2947.82857142857	1	NaN
40	6	6.82	5.82	3.26	2947.82857142857	1	NaN
40	7	6.7	5.84	3.26	2947.82857142857	1	NaN
41	1	7.22	5.7	3.28	2268.08714285714	1	NaN
41	2	7.33	5.7	3.33	2268.08714285714	1	NaN
41	3	7.4	5.69	3.33	2268.08714285714	1	NaN
41	4	7.46	5.68	3.31	2268.08714285714	1	NaN
41	5	7.53	5.67	3.28	2268.08714285714	1	NaN
41	6	7.59	5.66	3.26	2268.08714285714	1	NaN
41	7	7.77	5.7	3.28	2268.08714285714	1	NaN
42	1	7.24	6.02	3.4	1076.96571428571	1	NaN
42	2	7.27	6.14	3.52	1076.96571428571	1	NaN
42	3	7.27	6.21	3.57	1076.96571428571	1	NaN
42	4	7.27	6.27	3.61	1076.96571428571	1	NaN
42	5	7.26	6.34	3.64	1076.96571428571	1	NaN
42	6	7.24	6.4	3.66	1076.96571428571	1	NaN
42	7	7.21	6.46	3.67	1076.96571428571	1	NaN
42	8	7.18	6.52	3.68	1076.96571428571	1	NaN
42	9	7.15	6.58	3.71	1076.96571428571	1	NaN
42	10	7.13	6.64	3.74	1076.96571428571	1	NaN
42	11	7.1	6.69	3.77	1076.96571428571	1	NaN
42	12	7.07	6.75	3.78	1076.96571428571	1	NaN
42	13	7.03	6.81	3.77	1076.96571428571	1	NaN
42	14	6.95	6.89	3.7	1076.96571428571	1	NaN
43	1	7.24	6.02	3.4	2108.544	1	NaN
43	2	7.11	6.08	3.38	2108.544	1	NaN
43	3	7.05	6.1	3.4	2108.544	1	NaN
43	4	6.98	6.11	3.42	2108.544	1	NaN
43	5	6.86	6.14	3.44	2108.544	1	NaN
44	1	7.24	6.02	3.4	1755.352	1	NaN
44	2	7.36	6.01	3.45	1755.352	1	NaN
44	3	7.43	6.02	3.47	1755.352	1	NaN
44	4	7.49	6.03	3.48	1755.352	1	NaN
44	5	7.66	6.17	3.56	1755.352	1	NaN
45	1	6.95	6.89	3.7	1780.302	1	NaN
45	2	6.86	6.79	3.64	1780.302	1	NaN
45	3	6.82	6.74	3.59	1780.302	1	NaN
45	4	6.78	6.69	3.55	1780.302	1	NaN
45	5	6.71	6.62	3.47	1780.302	1	NaN
46	1	6.95	6.89	3.7	1786.72666666667	1	NaN
46	2	7	7.01	3.71	1786.72666666667	1	NaN
46	3	7.07	7.12	3.73	1786.72666666667	1	NaN
47	1	17.55	4.13	0.89	2438.705	1	NaN
47	2	17.61	4.13	0.86	2438.705	1	NaN
47	3	17.67	4.15	0.83	2438.705	1	NaN
47	4	17.73	4.18	0.79	2438.705	1	NaN
47	5	17.77	4.23	0.74	2438.705	1	NaN
47	6	17.84	4.34	0.66	2438.705	1	NaN
48	1	17.84	4.34	0.66	2037.225	1	NaN
48	2	17.94	4.43	0.6	2037.225	1	NaN
48	3	17.99	4.47	0.58	2037.225	1	NaN
48	4	18.04	4.51	0.57	2037.225	1	NaN
48	5	18.09	4.56	0.56	2037.225	1	NaN
48	6	18.13	4.6	0.55	2037.225	1	NaN
48	7	18.18	4.65	0.55	2037.225	1	NaN
48	8	18.23	4.7	0.54	2037.225	1	NaN
48	9	18.28	4.74	0.55	2037.225	1	NaN
48	10	18.34	4.77	0.55	2037.225	1	NaN
48	11	18.4	4.79	0.55	2037.225	1	NaN
48	12	18.52	4.82	0.56	2037.225	1	NaN
49	1	17.84	4.34	0.66	2118.05	1	NaN
49	2	17.78	4.44	0.69	2118.05	1	NaN
49	3	17.72	4.56	0.68	2118.05	1	NaN
50	1	18.52	4.82	0.56	2567.59388888889	1	NaN
50	2	18.66	4.85	0.57	2567.59388888889	1	NaN
50	3	18.72	4.87	0.56	2567.59388888889	1	NaN
50	4	18.78	4.89	0.55	2567.59388888889	1	NaN
50	5	18.85	4.9	0.54	2567.59388888889	1	NaN
50	6	18.91	4.91	0.54	2567.59388888889	1	NaN
50	7	18.98	4.9	0.55	2567.59388888889	1	NaN
50	8	19.04	4.88	0.56	2567.59388888889	1	NaN
50	9	19.1	4.86	0.56	2567.59388888889	1	NaN
50	10	19.16	4.82	0.57	2567.59388888889	1	NaN
50	11	19.2	4.77	0.57	2567.59388888889	1	NaN
50	12	19.24	4.72	0.57	2567.59388888889	1	NaN
50	13	19.28	4.67	0.59	2567.59388888889	1	NaN
50	14	19.32	4.62	0.61	2567.59388888889	1	NaN
50	15	19.37	4.57	0.64	2567.59388888889	1	NaN
50	16	19.43	4.54	0.67	2567.59388888889	1	NaN
50	17	19.49	4.55	0.7	2567.59388888889	1	NaN
50	18	19.62	4.59	0.76	2567.59388888889	1	NaN
51	1	18.52	4.82	0.56	1259.69666666667	1	NaN
51	2	18.52	4.74	0.7	1259.69666666667	1	NaN
51	3	18.51	4.71	0.85	1259.69666666667	1	NaN
51	4	18.5	4.67	1	1259.69666666667	1	NaN
51	5	18.49	4.63	1.12	1259.69666666667	1	NaN
51	6	18.47	4.57	1.19	1259.69666666667	1	NaN
51	7	18.46	4.5	1.2	1259.69666666667	1	NaN
51	8	18.45	4.44	1.2	1259.69666666667	1	NaN
51	9	18.44	4.37	1.2	1259.69666666667	1	NaN
51	10	18.44	4.31	1.2	1259.69666666667	1	NaN
51	11	18.43	4.24	1.2	1259.69666666667	1	NaN
51	12	18.43	4.17	1.21	1259.69666666667	1	NaN
51	13	18.43	4.11	1.23	1259.69666666667	1	NaN
51	14	18.44	4.04	1.25	1259.69666666667	1	NaN
51	15	18.46	3.98	1.28	1259.69666666667	1	NaN
51	16	18.49	3.93	1.32	1259.69666666667	1	NaN
51	17	18.54	3.88	1.36	1259.69666666667	1	NaN
51	18	18.63	3.82	1.45	1259.69666666667	1	NaN
52	1	18.52	4.82	0.56	2098.08	1	NaN
52	2	18.46	4.91	0.53	2098.08	1	NaN
52	3	18.42	5.04	0.51	2098.08	1	NaN
53	1	19.62	4.59	0.76	1982.51	1	NaN
53	2	19.72	4.51	0.84	1982.51	1	NaN
53	3	19.77	4.47	0.88	1982.51	1	NaN
53	4	19.83	4.45	0.9	1982.51	1	NaN
53	5	19.9	4.43	0.9	1982.51	1	NaN
53	6	20.06	4.49	1	1982.51	1	NaN
54	1	19.62	4.59	0.76	2605.94619047619	1	NaN
54	2	19.6	4.71	0.71	2605.94619047619	1	NaN
54	3	19.57	4.77	0.7	2605.94619047619	1	NaN
54	4	19.53	4.82	0.71	2605.94619047619	1	NaN
54	5	19.48	4.87	0.71	2605.94619047619	1	NaN
54	6	19.44	4.92	0.71	2605.94619047619	1	NaN
54	7	19.39	4.97	0.7	2605.94619047619	1	NaN
54	8	19.35	5.02	0.7	2605.94619047619	1	NaN
54	9	19.31	5.07	0.71	2605.94619047619	1	NaN
54	10	19.28	5.13	0.72	2605.94619047619	1	NaN
54	11	19.26	5.19	0.73	2605.94619047619	1	NaN
54	12	19.24	5.25	0.75	2605.94619047619	1	NaN
54	13	19.22	5.32	0.76	2605.94619047619	1	NaN
54	14	19.21	5.38	0.78	2605.94619047619	1	NaN
54	15	19.19	5.45	0.79	2605.94619047619	1	NaN
54	16	19.18	5.51	0.81	2605.94619047619	1	NaN
54	17	19.16	5.57	0.81	2605.94619047619	1	NaN
54	18	19.15	5.64	0.8	2605.94619047619	1	NaN
54	19	19.13	5.7	0.79	2605.94619047619	1	NaN
54	20	19.1	5.76	0.78	2605.94619047619	1	NaN
54	21	19	5.85	0.82	2605.94619047619	1	NaN
55	1	20.06	4.49	1	909.756666666667	1	NaN
55	2	19.98	4.32	0.96	909.756666666667	1	NaN
55	3	19.96	4.27	1.06	909.756666666667	1	NaN
55	4	19.93	4.22	1.15	909.756666666667	1	NaN
55	5	19.9	4.16	1.2	909.756666666667	1	NaN
55	6	19.87	4.11	1.22	909.756666666667	1	NaN
55	7	19.84	4.05	1.22	909.756666666667	1	NaN
55	8	19.81	3.99	1.22	909.756666666667	1	NaN
55	9	19.75	3.87	1.21	909.756666666667	1	NaN
56	1	20.06	4.49	1	892.99875	1	NaN
