n_segment	n_vert	x	y	z	density	class	flag
983	9	4.45	6.92	1.88	2168.78444444444	1	NaN
984	1	4.07	6.66	1.9	2388.961	1	NaN
984	2	3.92	6.59	1.67	2388.961	1	NaN
984	3	3.85	6.59	1.66	2388.961	1	NaN
984	4	3.79	6.6	1.68	2388.961	1	NaN
984	5	3.72	6.61	1.71	2388.961	1	NaN
984	6	3.66	6.62	1.74	2388.961	1	NaN
984	7	3.59	6.63	1.77	2388.961	1	NaN
984	8	3.53	6.63	1.81	2388.961	1	NaN
984	9	3.46	6.62	1.85	2388.961	1	NaN
984	10	3.36	6.57	1.85	2388.961	1	NaN
985	1	4.07	6.66	1.9	2410.6692	1	NaN
985	2	4.21	6.69	2.22	2410.6692	1	NaN
985	3	4.27	6.66	2.28	2410.6692	1	NaN
985	4	4.33	6.64	2.31	2410.6692	1	NaN
985	5	4.4	6.63	2.31	2410.6692	1	NaN
985	6	4.46	6.63	2.31	2410.6692	1	NaN
985	7	4.53	6.63	2.31	2410.6692	1	NaN
985	8	4.6	6.63	2.31	2410.6692	1	NaN
985	9	4.66	6.63	2.3	2410.6692	1	NaN
985	10	4.73	6.63	2.29	2410.6692	1	NaN
985	11	4.79	6.63	2.26	2410.6692	1	NaN
985	12	4.86	6.63	2.22	2410.6692	1	NaN
985	13	4.92	6.64	2.17	2410.6692	1	NaN
985	14	4.99	6.64	2.12	2410.6692	1	NaN
985	15	5.05	6.64	2.1	2410.6692	1	NaN
985	16	5.12	6.62	2.09	2410.6692	1	NaN
985	17	5.18	6.61	2.09	2410.6692	1	NaN
985	18	5.25	6.61	2.08	2410.6692	1	NaN
985	19	5.38	6.62	2.06	2410.6692	1	NaN
985	20	5.4	6.5	2.05	2410.6692	1	NaN
985	21	5.42	6.44	2.02	2410.6692	1	NaN
985	22	5.45	6.39	1.98	2410.6692	1	NaN
985	23	5.48	6.33	1.94	2410.6692	1	NaN
985	24	5.5	6.27	1.93	2410.6692	1	NaN
985	25	5.43	6.01	2.02	2410.6692	1	NaN
986	1	4.18	6.88	2.05	1106.51888888889	1	NaN
986	2	4.13	6.99	1.88	1106.51888888889	1	NaN
986	3	4.11	7.04	1.77	1106.51888888889	1	NaN
986	4	4.09	7.09	1.68	1106.51888888889	1	NaN
986	5	4.07	7.15	1.61	1106.51888888889	1	NaN
986	6	4.06	7.21	1.59	1106.51888888889	1	NaN
986	7	4.04	7.28	1.63	1106.51888888889	1	NaN
986	8	4.03	7.34	1.7	1106.51888888889	1	NaN
986	9	4.01	7.44	1.84	1106.51888888889	1	NaN
987	1	4.18	6.88	2.05	2510.755	1	NaN
987	2	4.3	6.88	2.01	2510.755	1	NaN
987	3	4.36	6.89	1.96	2510.755	1	NaN
987	4	4.45	6.92	1.88	2510.755	1	NaN
988	1	4.01	7.44	1.84	2248.49909090909	1	NaN
988	2	3.87	7.42	1.84	2248.49909090909	1	NaN
988	3	3.8	7.41	1.83	2248.49909090909	1	NaN
988	4	3.74	7.4	1.81	2248.49909090909	1	NaN
988	5	3.68	7.38	1.79	2248.49909090909	1	NaN
988	6	3.62	7.35	1.78	2248.49909090909	1	NaN
988	7	3.56	7.32	1.77	2248.49909090909	1	NaN
988	8	3.5	7.29	1.77	2248.49909090909	1	NaN
988	9	3.45	7.25	1.77	2248.49909090909	1	NaN
988	10	3.4	7.21	1.78	2248.49909090909	1	NaN
988	11	3.35	7.16	1.78	2248.49909090909	1	NaN
989	1	4.01	7.44	1.84	2400.82625	1	NaN
989	2	4.13	7.49	1.88	2400.82625	1	NaN
989	3	4.19	7.49	1.9	2400.82625	1	NaN
989	4	4.26	7.49	1.91	2400.82625	1	NaN
989	5	4.32	7.47	1.91	2400.82625	1	NaN
989	6	4.38	7.45	1.88	2400.82625	1	NaN
989	7	4.45	7.44	1.83	2400.82625	1	NaN
989	8	4.64	7.28	1.8	2400.82625	1	NaN
990	1	12.21	6.92	3.98	1310.10375	1	NaN
990	2	12.3	6.83	3.95	1310.10375	1	NaN
990	3	12.34	6.78	3.94	1310.10375	1	NaN
990	4	12.38	6.73	3.93	1310.10375	1	NaN
990	5	12.42	6.68	3.92	1310.10375	1	NaN
990	6	12.46	6.62	3.91	1310.10375	1	NaN
990	7	12.49	6.57	3.91	1310.10375	1	NaN
990	8	12.58	6.45	3.9	1310.10375	1	NaN
991	1	12.21	6.92	3.98	1369.1	1	NaN
991	2	12.25	7.05	3.97	1369.1	1	NaN
991	3	12.25	7.12	3.99	1369.1	1	NaN
991	4	12.24	7.18	4.01	1369.1	1	NaN
991	5	12.24	7.25	4.04	1369.1	1	NaN
991	6	12.23	7.37	4.08	1369.1	1	NaN
992	1	12.58	6.45	3.9	2060.305	1	NaN
992	2	12.68	6.39	3.87	2060.305	1	NaN
992	3	12.74	6.36	3.85	2060.305	1	NaN
992	4	12.9	6.31	3.84	2060.305	1	NaN
993	1	12.58	6.45	3.9	1249.93666666667	1	NaN
993	2	12.62	6.54	3.95	1249.93666666667	1	NaN
993	3	12.63	6.61	3.98	1249.93666666667	1	NaN
993	4	12.65	6.67	4	1249.93666666667	1	NaN
993	5	12.68	6.73	4.01	1249.93666666667	1	NaN
993	6	12.71	6.79	4.02	1249.93666666667	1	NaN
993	7	12.76	6.83	4.02	1249.93666666667	1	NaN
993	8	12.81	6.87	4.01	1249.93666666667	1	NaN
993	9	12.87	6.9	3.99	1249.93666666667	1	NaN
993	10	12.94	6.92	3.97	1249.93666666667	1	NaN
993	11	13	6.94	3.97	1249.93666666667	1	NaN
993	12	13.06	6.96	3.99	1249.93666666667	1	NaN
993	13	13.12	6.99	4.03	1249.93666666667	1	NaN
993	14	13.18	7.02	4.04	1249.93666666667	1	NaN
993	15	13.24	7.05	4.03	1249.93666666667	1	NaN
993	16	13.29	7.09	4	1249.93666666667	1	NaN
993	17	13.34	7.13	3.99	1249.93666666667	1	NaN
993	18	13.48	7.22	4.01	1249.93666666667	1	NaN
994	1	12.9	6.31	3.84	1160.20454545455	1	NaN
994	2	12.81	6.22	3.92	1160.20454545455	1	NaN
994	3	12.78	6.16	3.96	1160.20454545455	1	NaN
994	4	12.76	6.1	4.01	1160.20454545455	1	NaN
994	5	12.73	6.04	4.04	1160.20454545455	1	NaN
994	6	12.7	5.98	4.05	1160.20454545455	1	NaN
994	7	12.68	5.92	4.02	1160.20454545455	1	NaN
994	8	12.66	5.86	3.97	1160.20454545455	1	NaN
994	9	12.64	5.81	3.89	1160.20454545455	1	NaN
994	10	12.62	5.75	3.79	1160.20454545455	1	NaN
994	11	12.38	5.68	3.6	1160.20454545455	1	NaN
995	1	12.9	6.31	3.84	1132.811	1	NaN
995	2	12.93	6.2	3.82	1132.811	1	NaN
995	3	12.94	6.13	3.79	1132.811	1	NaN
995	4	12.95	6.07	3.73	1132.811	1	NaN
995	5	12.95	6.01	3.67	1132.811	1	NaN
995	6	12.95	5.95	3.63	1132.811	1	NaN
995	7	12.95	5.88	3.6	1132.811	1	NaN
995	8	12.95	5.82	3.59	1132.811	1	NaN
995	9	12.96	5.75	3.59	1132.811	1	NaN
995	10	12.92	5.63	3.57	1132.811	1	NaN
996	1	13.04	6.34	3.85	1722.84636363636	1	NaN
996	2	13.13	6.3	3.78	1722.84636363636	1	NaN
996	3	13.18	6.27	3.74	1722.84636363636	1	NaN
996	4	13.24	6.24	3.7	1722.84636363636	1	NaN
996	5	13.29	6.2	3.69	1722.84636363636	1	NaN
996	6	13.35	6.17	3.69	1722.84636363636	1	NaN
996	7	13.41	6.14	3.69	1722.84636363636	1	NaN
996	8	13.47	6.11	3.67	1722.84636363636	1	NaN
996	9	13.53	6.09	3.64	1722.84636363636	1	NaN
996	10	13.59	6.08	3.61	1722.84636363636	1	NaN
996	11	13.8	6.13	3.64	1722.84636363636	1	NaN
997	1	13.04	6.34	3.85	1545.739375	1	NaN
997	2	13.07	6.39	3.9	1545.739375	1	NaN
997	3	13.13	6.43	3.91	1545.739375	1	NaN
997	4	13.17	6.48	3.91	1545.739375	1	NaN
997	5	13.2	6.54	3.91	1545.739375	1	NaN
997	6	13.24	6.59	3.92	1545.739375	1	NaN
997	7	13.28	6.65	3.94	1545.739375	1	NaN
997	8	13.32	6.69	3.96	1545.739375	1	NaN
997	9	13.38	6.73	3.97	1545.739375	1	NaN
997	10	13.44	6.75	3.96	1545.739375	1	NaN
997	11	13.51	6.77	3.95	1545.739375	1	NaN
997	12	13.57	6.79	3.95	1545.739375	1	NaN
997	13	13.61	6.84	3.97	1545.739375	1	NaN
997	14	13.64	6.89	4.01	1545.739375	1	NaN
997	15	13.67	6.95	4.05	1545.739375	1	NaN
997	16	13.72	7.06	4.09	1545.739375	1	NaN
998	1	13.8	6.13	3.64	2184.526	1	NaN
998	2	13.72	5.97	3.6	2184.526	1	NaN
998	3	13.72	5.91	3.59	2184.526	1	NaN
998	4	13.72	5.84	3.57	2184.526	1	NaN
998	5	13.72	5.71	3.56	2184.526	1	NaN
999	1	13.8	6.13	3.64	1975.92714285714	1	NaN
999	2	13.96	6.29	3.68	1975.92714285714	1	NaN
999	3	14	6.34	3.69	1975.92714285714	1	NaN
999	4	14.05	6.38	3.69	1975.92714285714	1	NaN
999	5	14.1	6.43	3.7	1975.92714285714	1	NaN
999	6	14.15	6.47	3.7	1975.92714285714	1	NaN
999	7	14.22	6.55	3.7	1975.92714285714	1	NaN
1000	1	14.83	5.5	3.51	1508.251	1	NaN
1000	2	14.8	5.38	3.42	1508.251	1	NaN
1000	3	14.78	5.32	3.39	1508.251	1	NaN
1000	4	14.76	5.25	3.36	1508.251	1	NaN
1000	5	14.74	5.19	3.35	1508.251	1	NaN
1000	6	14.71	5.13	3.36	1508.251	1	NaN
1000	7	14.68	5.07	3.37	1508.251	1	NaN
1000	8	14.65	5.01	3.38	1508.251	1	NaN
1000	9	14.62	4.95	3.41	1508.251	1	NaN
1000	10	14.57	4.84	3.46	1508.251	1	NaN
1001	1	9.49	7.66	4.01	1736.51	1	NaN
1001	2	9.39	7.72	4.03	1736.51	1	NaN
1001	3	9.33	7.75	4.06	1736.51	1	NaN
1001	4	9.27	7.78	4.09	1736.51	1	NaN
1001	5	9.21	7.8	4.12	1736.51	1	NaN
1001	6	9.15	7.83	4.14	1736.51	1	NaN
1001	7	9.09	7.85	4.14	1736.51	1	NaN
1001	8	9.03	7.86	4.13	1736.51	1	NaN
1001	9	8.97	7.89	4.12	1736.51	1	NaN
1001	10	8.91	7.93	4.1	1736.51	1	NaN
1001	11	8.86	7.97	4.09	1736.51	1	NaN
1001	12	8.81	8	4.08	1736.51	1	NaN
1001	13	8.75	8.05	4.07	1736.51	1	NaN
1001	14	8.65	8.13	4.07	1736.51	1	NaN
1002	1	9.49	7.66	4.01	1866.40333333333	1	NaN
1002	2	9.54	7.77	4.02	1866.40333333333	1	NaN
1002	3	9.58	7.9	4.06	1866.40333333333	1	NaN
1003	1	8.65	8.13	4.07	719.315	1	NaN
1003	2	8.59	8.03	4.07	719.315	1	NaN
1003	3	8.54	7.99	4.08	719.315	1	NaN
1003	4	8.49	7.95	4.09	719.315	1	NaN
1003	5	8.44	7.91	4.09	719.315	1	NaN
1003	6	8.38	7.87	4.09	719.315	1	NaN
1003	7	8.33	7.83	4.09	719.315	1	NaN
1003	8	8.27	7.79	4.09	719.315	1	NaN
1003	9	8.22	7.74	4.08	719.315	1	NaN
1003	10	8.18	7.69	4.05	719.315	1	NaN
1003	11	8.13	7.64	4.03	719.315	1	NaN
1003	12	8.06	7.55	3.99	719.315	1	NaN
1004	1	8.34	8.84	4.2	1171.77615384615	1	NaN
1004	2	8.32	8.97	4.16	1171.77615384615	1	NaN
1004	3	8.31	9.03	4.15	1171.77615384615	1	NaN
1004	4	8.29	9.09	4.14	1171.77615384615	1	NaN
1004	5	8.27	9.16	4.14	1171.77615384615	1	NaN
1004	6	8.25	9.22	4.15	1171.77615384615	1	NaN
1004	7	8.22	9.28	4.17	1171.77615384615	1	NaN
1004	8	8.19	9.33	4.2	1171.77615384615	1	NaN
1004	9	8.15	9.39	4.22	1171.77615384615	1	NaN
1004	10	8.11	9.44	4.22	1171.77615384615	1	NaN
1004	11	8.08	9.49	4.22	1171.77615384615	1	NaN
1004	12	8.04	9.55	4.22	1171.77615384615	1	NaN
1004	13	7.97	9.63	4.2	1171.77615384615	1	NaN
1005	1	8.34	8.84	4.2	913.631	1	NaN
1005	2	8.44	8.91	4.33	913.631	1	NaN
1005	3	8.5	8.93	4.39	913.631	1	NaN
1005	4	8.56	8.94	4.42	913.631	1	NaN
1005	5	8.63	8.95	4.45	913.631	1	NaN
1005	6	8.69	8.96	4.46	913.631	1	NaN
1005	7	8.76	8.95	4.45	913.631	1	NaN
1005	8	8.82	8.95	4.41	913.631	1	NaN
1005	9	8.89	8.95	4.35	913.631	1	NaN
1005	10	9	8.96	4.23	913.631	1	NaN
1006	1	7.97	9.63	4.2	1705.85285714286	1	NaN
1006	2	7.88	9.66	4.2	1705.85285714286	1	NaN
1006	3	7.82	9.69	4.2	1705.85285714286	1	NaN
1006	4	7.76	9.72	4.2	1705.85285714286	1	NaN
1006	5	7.71	9.75	4.2	1705.85285714286	1	NaN
1006	6	7.65	9.79	4.19	1705.85285714286	1	NaN
1006	7	7.58	9.85	4.19	1705.85285714286	1	NaN
1007	1	7.97	9.63	4.2	1238.72666666667	1	NaN
1007	2	8.05	9.67	4.17	1238.72666666667	1	NaN
1007	3	8.12	9.68	4.16	1238.72666666667	1	NaN
1007	4	8.18	9.7	4.17	1238.72666666667	1	NaN
1007	5	8.24	9.71	4.18	1238.72666666667	1	NaN
1007	6	8.38	9.75	4.23	1238.72666666667	1	NaN
1008	1	7.58	9.85	4.19	1359.566	1	NaN
1008	2	7.47	9.85	4.21	1359.566	1	NaN
1008	3	7.4	9.84	4.22	1359.566	1	NaN
1008	4	7.34	9.82	4.22	1359.566	1	NaN
1008	5	7.23	9.75	4.21	1359.566	1	NaN
1009	1	7.58	9.85	4.19	1494.18833333333	1	NaN
1009	2	7.6	9.95	4.19	1494.18833333333	1	NaN
1009	3	7.59	10.02	4.21	1494.18833333333	1	NaN
1009	4	7.6	10.08	4.23	1494.18833333333	1	NaN
1009	5	7.62	10.15	4.26	1494.18833333333	1	NaN
1009	6	7.64	10.28	4.27	1494.18833333333	1	NaN
1010	1	7.23	9.75	4.21	1611.582	1	NaN
1010	2	7.11	9.7	4.18	1611.582	1	NaN
1010	3	7.04	9.69	4.17	1611.582	1	NaN
1010	4	6.98	9.68	4.16	1611.582	1	NaN
1010	5	6.82	9.64	4.15	1611.582	1	NaN
1011	1	7.23	9.75	4.21	1406.75333333333	1	NaN
1011	2	7.26	9.64	4.21	1406.75333333333	1	NaN
1011	3	7.29	9.58	4.2	1406.75333333333	1	NaN
1011	4	7.33	9.52	4.17	1406.75333333333	1	NaN
1011	5	7.35	9.46	4.14	1406.75333333333	1	NaN
1011	6	7.36	9.4	4.12	1406.75333333333	1	NaN
1011	7	7.36	9.33	4.1	1406.75333333333	1	NaN
1011	8	7.34	9.27	4.09	1406.75333333333	1	NaN
1011	9	7.27	9.13	4.06	1406.75333333333	1	NaN
1012	1	6.82	9.64	4.15	1176.71555555556	1	NaN
1012	2	6.87	9.83	4.2	1176.71555555556	1	NaN
1012	3	6.89	9.89	4.24	1176.71555555556	1	NaN
1012	4	6.91	9.95	4.28	1176.71555555556	1	NaN
1012	5	6.94	10.01	4.31	1176.71555555556	1	NaN
1012	6	6.97	10.07	4.33	1176.71555555556	1	NaN
1012	7	6.99	10.13	4.33	1176.71555555556	1	NaN
1012	8	7	10.2	4.34	1176.71555555556	1	NaN
1012	9	7.07	10.37	4.37	1176.71555555556	1	NaN
1013	1	6.82	9.64	4.15	1327.25	1	NaN
1013	2	6.88	9.49	4.11	1327.25	1	NaN
1013	3	6.9	9.43	4.09	1327.25	1	NaN
1013	4	6.93	9.37	4.09	1327.25	1	NaN
1013	5	6.96	9.31	4.08	1327.25	1	NaN
1013	6	6.99	9.25	4.07	1327.25	1	NaN
1013	7	7.03	9.2	4.06	1327.25	1	NaN
1013	8	7.07	9.15	4.05	1327.25	1	NaN
1013	9	7.12	9.1	4.04	1327.25	1	NaN
1013	10	7.27	9.13	4.06	1327.25	1	NaN
1014	1	6.82	9.64	4.15	1551.36	1	NaN
1014	2	6.69	9.67	4.14	1551.36	1	NaN
1014	3	6.63	9.71	4.14	1551.36	1	NaN
1014	4	6.59	9.76	4.13	1551.36	1	NaN
1014	5	6.48	9.85	4.13	1551.36	1	NaN
1015	1	15.38	15.94	3.84	1189.57166666667	1	NaN
1015	2	15.39	16.01	3.82	1189.57166666667	1	NaN
1015	3	15.39	16.07	3.8	1189.57166666667	1	NaN
1015	4	15.37	16.14	3.76	1189.57166666667	1	NaN
1015	5	15.34	16.19	3.74	1189.57166666667	1	NaN
1015	6	15.25	16.26	3.76	1189.57166666667	1	NaN
1016	1	15.25	16.26	3.76	1019.39545454545	1	NaN
1016	2	15.27	16.36	3.82	1019.39545454545	1	NaN
1016	3	15.3	16.42	3.89	1019.39545454545	1	NaN
1016	4	15.33	16.47	3.97	1019.39545454545	1	NaN
1016	5	15.37	16.52	4.02	1019.39545454545	1	NaN
1016	6	15.41	16.57	4.04	1019.39545454545	1	NaN
1016	7	15.45	16.62	4.03	1019.39545454545	1	NaN
1016	8	15.49	16.67	3.98	1019.39545454545	1	NaN
1016	9	15.52	16.72	3.88	1019.39545454545	1	NaN
1016	10	15.54	16.76	3.77	1019.39545454545	1	NaN
1016	11	15.52	16.95	3.57	1019.39545454545	1	NaN
1017	1	15.52	16.95	3.57	1634.90363636364	1	NaN
1017	2	15.5	17.13	3.58	1634.90363636364	1	NaN
1017	3	15.5	17.19	3.61	1634.90363636364	1	NaN
1017	4	15.5	17.26	3.65	1634.90363636364	1	NaN
1017	5	15.49	17.32	3.69	1634.90363636364	1	NaN
1017	6	15.47	17.38	3.73	1634.90363636364	1	NaN
1017	7	15.44	17.44	3.77	1634.90363636364	1	NaN
1017	8	15.39	17.49	3.78	1634.90363636364	1	NaN
1017	9	15.35	17.53	3.76	1634.90363636364	1	NaN
1017	10	15.32	17.59	3.7	1634.90363636364	1	NaN
1017	11	15.28	17.66	3.59	1634.90363636364	1	NaN
1018	1	15.52	16.95	3.57	1382.8675	1	NaN
1018	2	15.62	17.1	3.49	1382.8675	1	NaN
1018	3	15.67	17.13	3.45	1382.8675	1	NaN
1018	4	15.73	17.16	3.43	1382.8675	1	NaN
1018	5	15.79	17.19	3.44	1382.8675	1	NaN
1018	6	15.85	17.22	3.46	1382.8675	1	NaN
1018	7	15.91	17.25	3.47	1382.8675	1	NaN
1018	8	16.02	17.31	3.41	1382.8675	1	NaN
1019	1	15.52	16.95	3.57	2097.978	1	NaN
1019	2	15.63	16.78	3.57	2097.978	1	NaN
1019	3	15.67	16.73	3.58	2097.978	1	NaN
1019	4	15.71	16.68	3.58	2097.978	1	NaN
1019	5	15.78	16.57	3.57	2097.978	1	NaN
1020	1	15.52	16.95	3.57	1641.85285714286	1	NaN
1020	2	15.39	17.1	3.51	1641.85285714286	1	NaN
1020	3	15.34	17.14	3.5	1641.85285714286	1	NaN
1020	4	15.29	17.18	3.51	1641.85285714286	1	NaN
1020	5	15.24	17.23	3.52	1641.85285714286	1	NaN
1020	6	15.2	17.28	3.53	1641.85285714286	1	NaN
1020	7	15.12	17.38	3.55	1641.85285714286	1	NaN
1021	1	15.28	17.66	3.59	1093.4285	1	NaN
1021	2	15.21	17.74	3.52	1093.4285	1	NaN
1021	3	15.17	17.78	3.55	1093.4285	1	NaN
1021	4	15.13	17.83	3.63	1093.4285	1	NaN
1021	5	15.1	17.88	3.71	1093.4285	1	NaN
1021	6	15.07	17.94	3.77	1093.4285	1	NaN
1021	7	15.04	17.99	3.8	1093.4285	1	NaN
1021	8	15	18.04	3.83	1093.4285	1	NaN
1021	9	14.96	18.09	3.86	1093.4285	1	NaN
1021	10	14.91	18.13	3.89	1093.4285	1	NaN
1021	11	14.85	18.17	3.91	1093.4285	1	NaN
1021	12	14.81	18.21	3.9	1093.4285	1	NaN
1021	13	14.76	18.26	3.87	1093.4285	1	NaN
1021	14	14.72	18.31	3.83	1093.4285	1	NaN
1021	15	14.68	18.36	3.78	1093.4285	1	NaN
1021	16	14.65	18.41	3.71	1093.4285	1	NaN
1021	17	14.61	18.46	3.63	1093.4285	1	NaN
1021	18	14.57	18.49	3.55	1093.4285	1	NaN
1021	19	14.5	18.5	3.49	1093.4285	1	NaN
1021	20	14.38	18.44	3.45	1093.4285	1	NaN
1022	1	15.28	17.66	3.59	1747.285	1	NaN
1022	2	15.21	17.55	3.62	1747.285	1	NaN
1022	3	15.17	17.5	3.6	1747.285	1	NaN
1022	4	15.12	17.38	3.55	1747.285	1	NaN
1023	1	15.28	17.66	3.59	1802.17714285714	1	NaN
1023	2	15.35	17.77	3.57	1802.17714285714	1	NaN
1023	3	15.38	17.83	3.58	1802.17714285714	1	NaN
1023	4	15.42	17.89	3.58	1802.17714285714	1	NaN
1023	5	15.46	17.94	3.56	1802.17714285714	1	NaN
1023	6	15.51	17.98	3.54	1802.17714285714	1	NaN
1023	7	15.63	18.03	3.5	1802.17714285714	1	NaN
1024	1	14.38	18.44	3.45	1445.82	1	NaN
1024	2	14.26	18.41	3.51	1445.82	1	NaN
1024	3	14.2	18.42	3.57	1445.82	1	NaN
1024	4	14.15	18.45	3.63	1445.82	1	NaN
1024	5	14.09	18.47	3.66	1445.82	1	NaN
1024	6	13.97	18.52	3.67	1445.82	1	NaN
1025	1	14.38	18.44	3.45	1637.45333333333	1	NaN
1025	2	14.35	18.3	3.49	1637.45333333333	1	NaN
1025	3	14.35	18.24	3.51	1637.45333333333	1	NaN
1025	4	14.36	18.17	3.53	1637.45333333333	1	NaN
1025	5	14.38	18.11	3.53	1637.45333333333	1	NaN
1025	6	14.42	17.97	3.53	1637.45333333333	1	NaN
1026	1	14.38	18.44	3.45	1527.50625	1	NaN
1026	2	14.38	18.56	3.43	1527.50625	1	NaN
1026	3	14.36	18.62	3.44	1527.50625	1	NaN
1026	4	14.34	18.69	3.45	1527.50625	1	NaN
1026	5	14.34	18.75	3.45	1527.50625	1	NaN
1026	6	14.35	18.82	3.44	1527.50625	1	NaN
1026	7	14.38	18.88	3.43	1527.50625	1	NaN
1026	8	14.44	18.99	3.43	1527.50625	1	NaN
1027	1	13.97	18.52	3.67	1843.08833333333	1	NaN
1027	2	13.94	18.39	3.69	1843.08833333333	1	NaN
1027	3	13.91	18.33	3.71	1843.08833333333	1	NaN
1027	4	13.89	18.27	3.72	1843.08833333333	1	NaN
1027	5	13.86	18.21	3.73	1843.08833333333	1	NaN
1027	6	13.84	18.1	3.76	1843.08833333333	1	NaN
1028	1	13.97	18.52	3.67	2000.8725	1	NaN
1028	2	13.94	18.65	3.68	2000.8725	1	NaN
1028	3	13.92	18.71	3.69	2000.8725	1	NaN
1028	4	13.89	18.85	3.69	2000.8725	1	NaN
1029	1	16.42	5.77	1.14	3114.705	1	NaN
1029	2	16.45	5.9	1.13	3114.705	1	NaN
1029	3	16.46	5.96	1.12	3114.705	1	NaN
1029	4	16.46	6.03	1.11	3114.705	1	NaN
1029	5	16.45	6.09	1.09	3114.705	1	NaN
1029	6	16.44	6.22	1.08	3114.705	1	NaN
1030	1	16.42	5.77	1.14	3127.42571428571	1	NaN
1030	2	16.31	5.76	1.12	3127.42571428571	1	NaN
1030	3	16.25	5.78	1.1	3127.42571428571	1	NaN
1030	4	16.19	5.8	1.07	3127.42571428571	1	NaN
1030	5	16.12	5.81	1.05	3127.42571428571	1	NaN
1030	6	16.06	5.82	1.03	3127.42571428571	1	NaN
1030	7	15.9	5.85	0.97	3127.42571428571	1	NaN
1031	1	16.42	5.77	1.14	2808.81333333333	1	NaN
1031	2	16.49	5.7	1.17	2808.81333333333	1	NaN
1031	3	16.55	5.65	1.18	2808.81333333333	1	NaN
1031	4	16.6	5.61	1.19	2808.81333333333	1	NaN
1031	5	16.65	5.57	1.19	2808.81333333333	1	NaN
1031	6	16.75	5.44	1.21	2808.81333333333	1	NaN
1032	1	16.44	6.22	1.08	2899.51142857143	1	NaN
1032	2	16.44	6.36	1.08	2899.51142857143	1	NaN
1032	3	16.46	6.42	1.08	2899.51142857143	1	NaN
1032	4	16.48	6.49	1.08	2899.51142857143	1	NaN
1032	5	16.51	6.55	1.07	2899.51142857143	1	NaN
1032	6	16.54	6.61	1.08	2899.51142857143	1	NaN
1032	7	16.59	6.73	1.11	2899.51142857143	1	NaN
1033	1	16.44	6.22	1.08	1648.75	1	NaN
1033	2	16.48	6.21	0.94	1648.75	1	NaN
1033	3	16.52	6.2	0.81	1648.75	1	NaN
1033	4	16.57	6.19	0.69	1648.75	1	NaN
1033	5	16.63	6.19	0.62	1648.75	1	NaN
1033	6	16.7	6.18	0.6	1648.75	1	NaN
1033	7	16.75	6.15	0.6	1648.75	1	NaN
1033	8	16.81	6.11	0.6	1648.75	1	NaN
1033	9	16.85	6.07	0.6	1648.75	1	NaN
1033	10	16.9	6.02	0.59	1648.75	1	NaN
1033	11	16.94	5.97	0.58	1648.75	1	NaN
1033	12	16.97	5.91	0.56	1648.75	1	NaN
1033	13	16.99	5.85	0.54	1648.75	1	NaN
1033	14	17	5.79	0.53	1648.75	1	NaN
1033	15	17	5.72	0.54	1648.75	1	NaN
1033	16	16.99	5.66	0.54	1648.75	1	NaN
1033	17	16.98	5.59	0.54	1648.75	1	NaN
1033	18	16.97	5.53	0.52	1648.75	1	NaN
1033	19	16.96	5.46	0.51	1648.75	1	NaN
1033	20	16.95	5.4	0.5	1648.75	1	NaN
1033	21	16.95	5.33	0.51	1648.75	1	NaN
1033	22	16.97	5.27	0.51	1648.75	1	NaN
1033	23	16.99	5.21	0.51	1648.75	1	NaN
1033	24	17.03	5.15	0.5	1648.75	1	NaN
1033	25	17.07	5.1	0.5	1648.75	1	NaN
1033	26	17.11	5.05	0.5	1648.75	1	NaN
1033	27	17.15	5	0.5	1648.75	1	NaN
1033	28	17.2	4.95	0.5	1648.75	1	NaN
1033	29	17.24	4.91	0.49	1648.75	1	NaN
1033	30	17.29	4.86	0.49	1648.75	1	NaN
1033	31	17.34	4.81	0.5	1648.75	1	NaN
1033	32	17.39	4.77	0.52	1648.75	1	NaN
1033	33	17.44	4.74	0.56	1648.75	1	NaN
1033	34	17.5	4.7	0.59	1648.75	1	NaN
1033	35	17.55	4.67	0.62	1648.75	1	NaN
1033	36	17.61	4.64	0.65	1648.75	1	NaN
1033	37	17.72	4.56	0.68	1648.75	1	NaN
1034	1	16.59	6.73	1.11	3793.424	1	NaN
1034	2	16.62	6.86	1.14	3793.424	1	NaN
1034	3	16.65	6.91	1.14	3793.424	1	NaN
1034	4	16.69	6.97	1.15	3793.424	1	NaN
1034	5	16.75	7.08	1.16	3793.424	1	NaN
1035	1	16.59	6.73	1.11	1769.34222222222	1	NaN
1035	2	16.71	6.65	1.1	1769.34222222222	1	NaN
1035	3	16.76	6.62	1.11	1769.34222222222	1	NaN
1035	4	16.82	6.59	1.12	1769.34222222222	1	NaN
1035	5	16.88	6.55	1.12	1769.34222222222	1	NaN
1035	6	16.94	6.52	1.12	1769.34222222222	1	NaN
1035	7	17	6.49	1.12	1769.34222222222	1	NaN
1035	8	17.06	6.46	1.13	1769.34222222222	1	NaN
1035	9	17.11	6.43	1.14	1769.34222222222	1	NaN
1035	10	17.17	6.4	1.15	1769.34222222222	1	NaN
1035	11	17.23	6.37	1.15	1769.34222222222	1	NaN
1035	12	17.29	6.34	1.16	1769.34222222222	1	NaN
1035	13	17.35	6.3	1.16	1769.34222222222	1	NaN
1035	14	17.41	6.28	1.17	1769.34222222222	1	NaN
1035	15	17.47	6.25	1.17	1769.34222222222	1	NaN
